[41, 433, 1878, 3.0958528089709128, 5.247697745404487, 6.912712115104559, 29, 305, 1077, 2.360030780323882, 4.264833522056651, 5.941585219839849, 41, 433, 1878, 3.013496546029417, 4.764480923190475, 5.874419727231605, 29, 303, 1075, 2.3433576188944194, 4.063623092568698, 5.327418738909029]
[43, 425, 1860, 3.130765297419469, 5.254643136537163, 6.913781274177621, 32, 301, 1061, 2.409103577091243, 4.298855119026558, 5.935611670293924, 43, 425, 1860, 3.0724507527622285, 4.926170854720499, 6.001703457130553, 32, 301, 1061, 2.3773499197076062, 4.133943374592185, 5.340851059971233]
[39, 432, 1880, 3.1094956905004993, 5.251373711106125, 6.90192979677908, 30, 302, 1070, 2.377968007246139, 4.26648869704864, 5.934068729764927, 39, 432, 1880, 3.1023403153675053, 4.786843164006324, 5.968256951792924, 30, 302, 1072, 2.3411611907781045, 4.064028065772471, 5.375381415949631]
[40, 422, 1873, 3.1170409307458367, 5.264358621072257, 6.919045320263392, 30, 309, 1090, 2.3967557864973896, 4.286768412812814, 5.962714613898029, 40, 422, 1873, 3.067708274152927, 4.795734704898248, 5.911118334305338, 30, 310, 1089, 2.4210622921394895, 4.135071813673702, 5.375381673036194]
[39, 432, 1848, 3.107308021695077, 5.262585765844926, 6.917961665042062, 29, 289, 1043, 2.3873794391661893, 4.287303785836904, 5.927772803977911, 39, 432, 1848, 2.981121935841307, 4.836392200323425, 5.986652434479929, 29, 290, 1040, 2.3884844849059745, 4.221094150651287, 5.479110427060199]
[41, 433, 1826, 3.116106563324021, 5.264186907498923, 6.896229459953264, 30, 301, 1092, 2.39035881693184, 4.303402700402966, 5.982492237687698, 41, 433, 1826, 3.066667964341244, 4.83661141533964, 5.925299340289381, 30, 302, 1094, 2.3599739758842033, 4.133765159769134, 5.411860208235016]
[40, 429, 1863, 3.1084269929843504, 5.27683207814181, 6.920737237863075, 30, 305, 1069, 2.3694573090998428, 4.273138913029922, 5.936138799314506, 40, 429, 1863, 3.009802367613793, 4.926018741709865, 6.0150606374172195, 30, 306, 1068, 2.3668393545406388, 4.112388821688716, 5.396414647810648]
[41, 423, 1872, 3.107435199088882, 5.2362049686381775, 6.9022064694213165, 28, 291, 1053, 2.4195277117044562, 4.275096717577255, 5.975920648656844, 41, 423, 1872, 3.0782570931245687, 4.858044885828418, 5.9459662442504175, 28, 291, 1057, 2.4306943689570737, 4.1645287554697, 5.443849461960417]
[39, 422, 1875, 3.1004427135014607, 5.26081320249133, 6.909455571262783, 28, 292, 1062, 2.3711914386927186, 4.283184020659927, 5.961461779077421, 39, 422, 1875, 3.0356243055415617, 4.843114011687511, 5.967126220964153, 28, 292, 1062, 2.3457915791418724, 4.148266757025466, 5.422182758155037]
[41, 427, 1865, 3.0988150376621513, 5.265954789656807, 6.914499441415222, 31, 296, 1072, 2.4050615970656524, 4.29297086536908, 5.958870969001673, 41, 427, 1865, 3.0195121185289593, 4.826196081076589, 5.9159160244753135, 31, 296, 1077, 2.3616913476894372, 4.084615212855342, 5.294353631506492]
[41, 427, 1901, 3.098698631826583, 5.26573504864779, 6.945991862883861, 28, 300, 1080, 2.380558130202469, 4.298076294515328, 5.977155355446117, 41, 427, 1901, 3.046285277736397, 4.890271603030048, 5.965846291733446, 28, 300, 1079, 2.3504190432124314, 4.078148398084626, 5.316973323103045]
[41, 430, 1867, 3.1079840444775426, 5.279065039793366, 6.931890048191704, 30, 312, 1080, 2.412394860757715, 4.31999784549822, 5.955489782003568, 41, 430, 1867, 3.055274062227262, 4.831635235936459, 5.944624406134605, 30, 313, 1079, 2.3112722125844005, 4.105416594144285, 5.357893038589036]
[40, 429, 1869, 3.1038668598111476, 5.26359311781186, 6.920072670007529, 29, 293, 1061, 2.380178578568921, 4.266254898134454, 5.9428953410369685, 40, 429, 1869, 3.0290805130354213, 4.859442059810483, 5.927144722128358, 30, 293, 1061, 2.316501903077279, 4.095770099235986, 5.3059217364192595]
[43, 434, 1895, 3.138081821612563, 5.2526263128584105, 6.913650810341586, 30, 300, 1072, 2.4305204213853875, 4.2894907559428805, 5.958205811275281, 43, 434, 1895, 3.0227637682125477, 4.8355543875477425, 5.928388922324099, 30, 300, 1071, 2.327580675913203, 4.137765758601169, 5.35290498053655]
[39, 436, 1894, 3.113047518827538, 5.261255907743773, 6.92690386938087, 29, 291, 1063, 2.386437921363186, 4.299637897367276, 5.953031423628082, 39, 436, 1894, 3.0173462655450365, 4.834971848819237, 5.916709847058959, 29, 291, 1064, 2.326358464670276, 4.1180571025044586, 5.352127113718252]
[40, 433, 1869, 3.0952969666955075, 5.28365852377134, 6.925914019604161, 28, 298, 1098, 2.3797669668132357, 4.307590098873862, 5.957312266157331, 40, 433, 1869, 3.0244150852669898, 4.909227032307113, 5.986654911065274, 28, 298, 1095, 2.403169522111447, 4.143601182581221, 5.416453184754308]
[38, 415, 1860, 3.0961291844168333, 5.262729847668989, 6.910154639985571, 28, 297, 1054, 2.38519372074785, 4.296044115816613, 5.946890270092429, 38, 415, 1860, 3.0268752192143134, 4.879511876573932, 5.975112060685027, 28, 296, 1053, 2.3220192501427994, 4.156714954332611, 5.427689179898547]
[40, 430, 1856, 3.1260579711485845, 5.267115858928213, 6.909644543744747, 29, 303, 1072, 2.400087835082311, 4.2933529149605025, 5.9399543985916745, 40, 430, 1856, 3.015188173686917, 4.82841558340789, 5.965957311075323, 29, 303, 1071, 2.4314907914249577, 4.183152107449337, 5.360425247485624]
[40, 423, 1860, 3.0790130113925556, 5.23892163513017, 6.910670293981363, 28, 306, 1083, 2.397739926157988, 4.314476806109057, 5.991287141924166, 40, 423, 1860, 3.032347836844804, 4.920578940976611, 5.998776571018059, 28, 306, 1084, 2.4339225936049402, 4.1902271783198435, 5.492464938414987]
[42, 423, 1856, 3.12068402505173, 5.259812692354441, 6.90248352987164, 30, 289, 1068, 2.418893513866312, 4.294340868019825, 5.9439675479139815, 42, 423, 1856, 3.0841849165640802, 4.860128902117818, 6.026418996862004, 30, 289, 1069, 2.3285417459332747, 4.109325284821156, 5.433700059981559]
[43, 425, 1826, 3.1231706985165326, 5.254676464538645, 6.889081993174072, 28, 292, 1063, 2.393422908463201, 4.288845748533541, 5.941138723851475, 43, 425, 1826, 3.05768710539264, 4.887038549619588, 5.969863188061211, 28, 292, 1062, 2.3741441742896803, 4.16800088162954, 5.389316946481631]
[40, 421, 1864, 3.118718192428273, 5.269754987648311, 6.900465919391567, 30, 303, 1071, 2.3882181743831232, 4.293703869428654, 5.947941251288834, 40, 421, 1864, 3.057059686843329, 4.840053063930616, 5.9002674379622855, 30, 304, 1069, 2.282743572996697, 4.106694607187078, 5.401693971547347]
[41, 439, 1872, 3.104817154308816, 5.264776534607865, 6.919418382344994, 29, 289, 1044, 2.4255520947422484, 4.30330606238882, 5.956991256701895, 41, 439, 1872, 3.10795531428976, 4.8871643098036825, 6.0471561347812735, 29, 289, 1046, 2.3743214028053394, 4.180243545649232, 5.464504386120663]
[41, 435, 1854, 3.1256104652197134, 5.275912912872538, 6.895329358410619, 29, 308, 1080, 2.391035488195192, 4.282093322277313, 5.951072799212129, 41, 435, 1854, 3.0266009591780794, 4.90389114943769, 5.905645322404794, 29, 308, 1080, 2.3085646767725625, 4.090293801180532, 5.400991683999466]
[42, 433, 1852, 3.10895998328745, 5.262096623255046, 6.900183696582404, 28, 293, 1071, 2.4093862885811577, 4.3210544762621135, 5.951221919616638, 42, 433, 1852, 3.04302320159805, 4.881824591121399, 5.960778712239457, 28, 293, 1073, 2.336266976115688, 4.201966732715009, 5.402961106709425]
[40, 430, 1857, 3.125726928939336, 5.266114548020541, 6.92573059443587, 29, 308, 1063, 2.378259886263037, 4.30513938952229, 5.933150295172464, 40, 430, 1857, 3.020887130383148, 4.848641418387341, 5.947795927630199, 29, 308, 1065, 2.2695436158434776, 4.0808272876175815, 5.310557029538414]
[40, 433, 1902, 3.1102015802561587, 5.282623295578968, 6.917161399482306, 27, 287, 1087, 2.3852560275650565, 4.294029224608751, 5.980497843824579, 40, 433, 1902, 3.0353149186507613, 4.859566564778502, 5.9703577500261575, 27, 287, 1087, 2.352626697941314, 4.165253736177349, 5.38729536120612]
